E_NPV,Std_NPV,Prob_NPV_Pos,VaR_5pct,Cost0,NetCost0,Compute0,TE_median_drawn
-2384566453299289.5,139114232.28021863,0.0,-2384566543893374.0,2384566555806703.5,2384566555806703.5,1.1922832779033517e+25,7.987553860503645
